"Who drives a Mitsubishi Lancer Evo IV?",A. Kyoichi Sudo,B. Takeshi Nakazato,C. Seiji Iwaki,A
"Who is the main antagonist of the second stage?",A. Kyoichi Sudo,B. Shingo Shoji,C. Ryosuke Takahashi,B
"What is the name of the mountain where Takumi races Kyoichi?",A. Akina,B. Myogi,C. Usui,B
"Who drives a Mazda RX-7 FD3S?",A. Keisuke Takahashi,B. Ryosuke Takahashi,C. Takeshi Nakazato,A
"What is the nickname of Seiji Iwaki?",A. Akina's White Comet,B. Akina's Drift King,C. Emperor's Ace,C
"Who is the main rival of Takumi in the fourth stage?",A. Ryosuke Takahashi,B. Takeshi Nakazato,C. Daiki Ninomiya,C
"Who drives a Nissan Skyline GT-R R34?",A. Takeshi Nakazato,B. Kyoichi Sudo,C. Tomoyuki Tachi,C
"What is the nickname of Daiki Ninomiya?",A. Akina's White Comet,B. Emperor's Ace,C. Duct Tape Death Match Master,C
Who is Takumi's mentor?,A. Bunta Fujiwara,B. Ryosuke Takahashi,C. Koichiro Iketani,A
What is the name of the anime series?,A. Initial D,B. Wangan Midnight,C. Tokyo Drift,A
What is Takumi's favorite drink?,A. Water,B. Juice,C. Soda,A
What is the name of Takumi's team in the fourth stage?,A. Project D,B. RedSuns,C. NightKids,A
Who drives a Subaru Impreza WRX?,A. Bunta Fujiwara,B. Takumi Fujiwara,C. Keisuke Takahashi,A
What is the nickname of the racing team led by Ryosuke?,A. Project D,B. RedSuns,C. NightKids,A
What is the name of the mountain where Takumi races Tomoyuki?,A. Akina,B. Myogi,C. Irohazaka,C
What is the name of Takumi's car in the fourth stage?,A. Toyota AE86 Trueno,B. Subaru Impreza WRX,C. Nissan Silvia S13,A
Who is the main antagonist of the fourth stage?,A. Ryosuke Takahashi,B. Daiki Ninomiya,C. Tomoyuki Tachi,B
What is the name of the mountain where Takumi races Daiki?,A. Akina,B. Usui,C. Myogi,C
Who drives a Honda Civic Type R?,A. Daiki Ninomiya,B. Tomoyuki Tachi,C. Seiji Iwaki,A
